A,Element,Z,Mass,Source
91,Zr,40,90.90564022299999,measured
91,Nb,41,90.906990274,measured
91,Mo,42,90.911745195,measured
91,Tc,43,90.918424975,measured
91,Ru,44,90.92674153200001,measured
91,Rh,45,90.937123,estimated
91,Pd,46,90.950692,estimated
92,As,33,91.96674,estimated
92,Se,34,91.94984,estimated
92,Br,35,91.939631597,measured
92,Kr,36,91.92617309399999,measured
92,Rb,37,91.919728481,measured
92,Sr,38,91.911038224,measured
92,Y,39,91.90894574500001,measured
92,Zr,40,91.90503532200002,measured
92,Nb,41,91.907188568,measured
92,Mo,42,91.906807155,measured
92,Tc,43,91.915269779,measured
92,Ru,44,91.920234375,measured
92,Rh,45,91.93236769399999,measured
92,Pd,46,91.941406,estimated
92,Ag,47,91.960139,estimated
93,Se,34,92.95629,estimated
93,Br,35,92.94322,measured
93,Kr,36,92.93114717399999,measured
93,Rb,37,92.922039325,measured
93,Sr,38,92.914024311,measured
93,Y,39,92.90957842200001,measured
93,Zr,40,92.906470646,measured
93,Nb,41,92.906373161,measured
93,Mo,42,92.90680877299998,measured
93,Tc,43,92.91024514899999,measured
93,Ru,44,92.91710444399999,measured
93,Rh,45,92.92591278100001,measured
93,Pd,46,92.93666,estimated
93,Ag,47,92.95033,estimated
94,Se,34,93.96049,estimated
94,Br,35,93.949114,estimated
94,Kr,36,93.934140454,measured
94,Rb,37,93.92639481799999,measured
94,Sr,38,93.915355643,measured
94,Y,39,93.911592063,measured
94,Zr,40,93.90631252399999,measured
94,Nb,41,93.90727899200002,measured
94,Mo,42,93.90508359200001,measured
94,Tc,43,93.909652325,measured
94,Ru,44,93.91134286299999,measured
94,Rh,45,93.921730453,measured
94,Pd,46,93.929036292,measured
94,Ag,47,93.943736,estimated
94,Cd,48,93.956908,estimated
95,Se,34,94.9673,estimated
95,Br,35,94.95301,estimated
95,Kr,36,94.93971092299999,measured
95,Rb,37,94.92926256799998,measured
95,Sr,38,94.91935584000001,measured
95,Y,39,94.91281871100001,measured
95,Zr,40,94.908040267,measured
95,Nb,41,94.90683111499999,measured
95,Mo,42,94.905837442,measured
95,Tc,43,94.907652287,measured
95,Ru,44,94.91040442,measured
95,Rh,45,94.915897895,measured
95,Pd,46,94.92488851200001,measured
95,Ag,47,94.93602,estimated
95,Cd,48,94.94994,estimated
96,Br,35,95.95903,estimated
96,Kr,36,95.94301661799999,measured
96,Rb,37,95.934133393,measured
96,Sr,38,95.921712692,measured
96,Y,39,95.915902953,measured
96,Zr,40,95.90827762100001,measured
96,Nb,41,95.908101591,measured
96,Mo,42,95.90467477399999,measured
96,Tc,43,95.90786668100002,measured
96,Ru,44,95.90758891399999,measured
96,Rh,45,95.91445171,measured
96,Pd,46,95.918213744,measured
96,Ag,47,95.930743906,measured
96,Cd,48,95.94034,estimated
96,In,49,95.959323,estimated
97,Br,35,96.96344,estimated
97,Kr,36,96.949088784,measured
97,Rb,37,96.93717711799998,measured
97,Sr,38,96.926374776,measured
97,Y,39,96.918280286,measured
97,Zr,40,96.910957386,measured
97,Nb,41,96.908098414,measured
97,Mo,42,96.906016903,measured
97,Tc,43,96.90636072299999,measured
97,Ru,44,96.907545779,measured
97,Rh,45,96.911327876,measured
97,Pd,46,96.91647198700001,measured
97,Ag,47,96.923965326,measured
97,Cd,48,96.9351,estimated
97,In,49,96.94934,estimated
98,Br,35,97.969672,estimated
98,Kr,36,97.95243,estimated
98,Rb,37,97.941632317,measured
98,Sr,38,97.92869186,measured
98,Y,39,97.92238836,measured
98,Zr,40,97.912735124,measured
98,Nb,41,97.91033265,measured
98,Mo,42,97.905403608,measured
98,Tc,43,97.907211205,measured
98,Ru,44,97.905286713,measured
98,Rh,45,97.91070773999999,measured
98,Pd,46,97.91269833700001,measured
98,Ag,47,97.921559972,measured
98,Cd,48,97.927389317,measured
98,In,49,97.94214,estimated
99,Kr,36,98.95839,estimated
99,Rb,37,98.945119192,measured
99,Sr,38,98.93288051100001,measured
99,Y,39,98.92415428799998,measured
99,Zr,40,98.91667083499999,measured
99,Nb,41,98.91160937100001,measured
99,Mo,42,98.90770729799999,measured
99,Tc,43,98.906249678,measured
99,Ru,44,98.905930278,measured
99,Rh,45,98.90812469,measured
99,Pd,46,98.91177329000001,measured
99,Ag,47,98.91764576799999,measured
99,Cd,48,98.924925847,measured
99,In,49,98.93411,estimated
99,Sn,50,98.94853,estimated
100,Kr,36,99.96237,estimated
100,Rb,37,99.95035173100001,measured
100,Sr,38,99.935779615,measured
100,Y,39,99.92772106299999,measured
100,Zr,40,99.91800544399999,measured
100,Nb,41,99.914333963,measured
100,Mo,42,99.907467976,measured
100,Tc,43,99.90765271100001,measured
100,Ru,44,99.904210452,measured
100,Rh,45,99.908114141,measured
100,Pd,46,99.908520315,measured
100,Ag,47,99.91611544499999,measured
100,Cd,48,99.92034881999999,measured
100,In,49,99.93095718000001,measured
100,Sn,50,99.93850419600001,measured
101,Kr,36,100.96873,estimated
101,Rb,37,100.954004,estimated
101,Sr,38,100.940606266,measured
101,Y,39,100.93015413799999,measured
101,Zr,40,100.92145311,measured
101,Nb,41,100.91530649600001,measured
101,Mo,42,100.910337641,measured
101,Tc,43,100.90730526,measured
101,Ru,44,100.905573075,measured
101,Rh,45,100.906158905,measured
101,Pd,46,100.90828482799999,measured
101,Ag,47,100.912683953,measured
101,Cd,48,100.918586211,measured
101,In,49,100.92634,estimated
101,Sn,50,100.93525924400001,measured
102,Rb,37,101.95952,estimated
102,Sr,38,101.94400468,measured
102,Y,39,101.934327889,measured
102,Zr,40,101.923147431,measured
102,Nb,41,101.91808369700001,measured
102,Mo,42,101.910288138,measured
102,Tc,43,101.909207275,measured
102,Ru,44,101.9043403,measured
102,Rh,45,101.90683426999999,measured
102,Pd,46,101.905632058,measured
102,Ag,47,101.91170454,measured
102,Cd,48,101.914481799,measured
102,In,49,101.924105916,measured
102,Sn,50,101.93028953,measured
103,Rb,37,102.96392,estimated
103,Sr,38,102.94909,estimated
103,Y,39,102.93724320799998,measured
103,Zr,40,102.92719724,measured
103,Nb,41,102.91945340299999,measured
103,Mo,42,102.91308514,measured
103,Tc,43,102.90917400799998,measured
103,Ru,44,102.906314833,measured
103,Rh,45,102.905494068,measured
103,Pd,46,102.90611084,measured
103,Ag,47,102.90896056,measured
103,Cd,48,102.913416923,measured
103,In,49,102.919878613,measured
103,Sn,50,102.92810196200001,measured
103,Sb,51,102.93969,estimated
104,Sr,38,103.95265,estimated
104,Y,39,103.94196,estimated
104,Zr,40,103.929442315,measured
104,Nb,41,103.92289911499999,measured
104,Mo,42,103.913740756,measured
104,Tc,43,103.91142890500001,measured
104,Ru,44,103.90542536,measured
104,Rh,45,103.906645295,measured
104,Pd,46,103.90403040100001,measured
104,Ag,47,103.908623725,measured
104,Cd,48,103.90985623,measured
104,In,49,103.91821454000001,measured
104,Sn,50,103.92310519700001,measured
104,Sb,51,103.93647450200001,measured
105,Sr,38,104.95855,estimated
105,Y,39,104.944959,measured
105,Zr,40,104.93401489,measured
105,Nb,41,104.92494256399999,measured
105,Mo,42,104.91697515899999,measured
105,Tc,43,104.91165795200001,measured
105,Ru,44,104.90774552500001,measured
105,Rh,45,104.905687806,measured
105,Pd,46,104.90507948700001,measured
105,Ag,47,104.906525607,measured
105,Cd,48,104.909463895,measured
105,In,49,104.914502324,measured
105,Sn,50,104.92126842299999,measured
105,Sb,51,104.93127654899999,measured
105,Te,52,104.94330450799998,measured
106,Sr,38,105.962651,estimated
106,Y,39,105.95056,estimated
106,Zr,40,105.937144,measured
106,Nb,41,105.928927768,measured
106,Mo,42,105.918266218,measured
106,Tc,43,105.91435669700002,measured
106,Ru,44,105.90732820299999,measured
106,Rh,45,105.90728590100001,measured
106,Pd,46,105.903480293,measured
106,Ag,47,105.90666350700002,measured
106,Cd,48,105.90645979700001,measured
106,In,49,105.91346360299998,measured
106,Sn,50,105.916957396,measured
106,Sb,51,105.92863798200001,measured
106,Te,52,105.93749852600001,measured
107,Sr,38,106.968975,estimated
107,Y,39,106.95452,estimated
107,Zr,40,106.941621,measured
107,Nb,41,106.931589672,measured
107,Mo,42,106.922112692,measured
107,Tc,43,106.915458485,measured
107,Ru,44,106.90996988500001,measured
107,Rh,45,106.906747974,measured
107,Pd,46,106.905128064,measured
107,Ag,47,106.905091531,measured
107,Cd,48,106.90661210799999,measured
107,In,49,106.910290071,measured
107,Sn,50,106.915713651,measured
107,Sb,51,106.92415062399999,measured
107,Te,52,106.93500835600001,measured
107,I,53,106.946935,estimated
108,Y,39,107.95996,estimated
108,Zr,40,107.94487,estimated
108,Nb,41,107.93607498799999,measured
108,Mo,42,107.92404036700002,measured
108,Tc,43,107.918493541,measured
108,Ru,44,107.910185841,measured
108,Rh,45,107.90871468799999,measured
108,Pd,46,107.903891805,measured
108,Ag,47,107.905950266,measured
108,Cd,48,107.904183587,measured
108,In,49,107.909693655,measured
108,Sn,50,107.91189429200001,measured
108,Sb,51,107.92222673399999,measured
108,Te,52,107.929380471,measured
108,I,53,107.94347832100001,measured
109,Y,39,108.964358,estimated
109,Zr,40,108.95041,estimated
109,Nb,41,108.939141,measured
109,Mo,42,108.928431106,measured
109,Tc,43,108.920254156,measured
109,Ru,44,108.913323756,measured
109,Rh,45,108.908749326,measured
109,Pd,46,108.905950574,measured
109,Ag,47,108.90475577299999,measured
109,Cd,48,108.904986698,measured
109,In,49,108.90714968500001,measured
109,Sn,50,108.911292843,measured
109,Sb,51,108.918141204,measured
109,Te,52,108.927304534,measured
109,I,53,108.938086025,measured
109,Xe,54,108.950434948,measured
110,Zr,40,109.95396,estimated
110,Nb,41,109.943843,measured
110,Mo,42,109.93071068,measured
110,Tc,43,109.923741312,measured
110,Ru,44,109.914038548,measured
110,Rh,45,109.91107974200001,measured
110,Pd,46,109.90517286799998,measured
110,Ag,47,109.906110719,measured
110,Cd,48,109.90300746,measured
110,In,49,109.90717066500001,measured
110,Sn,50,109.90784483499999,measured
110,Sb,51,109.916854286,measured
110,Te,52,109.922458104,measured
110,I,53,109.935089033,measured
110,Xe,54,109.944258765,measured
111,Zr,40,110.959678,estimated
111,Nb,41,110.94753,estimated
111,Mo,42,110.935652016,measured
111,Tc,43,110.925899016,measured
111,Ru,44,110.917567616,measured
111,Rh,45,110.911642531,measured
111,Pd,46,110.907690347,measured
111,Ag,47,110.905296816,measured
111,Cd,48,110.904183766,measured
111,In,49,110.905107233,measured
111,Sn,50,110.907741126,measured
111,Sb,51,110.91321818899999,measured
111,Te,52,110.921000589,measured
111,I,53,110.930269239,measured
111,Xe,54,110.94160398899999,measured
111,Cs,55,110.95403,estimated
112,Zr,40,111.963703,estimated
112,Nb,41,111.95247,estimated
112,Mo,42,111.93831,estimated
112,Tc,43,111.929941644,measured
112,Ru,44,111.918806972,measured
112,Rh,45,111.914404705,measured
112,Pd,46,111.90732998600001,measured
112,Ag,47,111.90704855,measured
112,Cd,48,111.90276388299999,measured
112,In,49,111.905538704,measured
112,Sn,50,111.90482487700001,measured
112,Sb,51,111.912399903,measured
112,Te,52,111.91672785,measured
112,I,53,111.92800455,measured
112,Xe,54,111.93555907100001,measured
112,Cs,55,111.950305341,measured
113,Nb,41,112.95651,estimated
113,Mo,42,112.94365,estimated
113,Tc,43,112.932569033,measured
113,Ru,44,112.922846396,measured
113,Rh,45,112.915439567,measured
113,Pd,46,112.91026126700001,measured
113,Ag,47,112.90657285799999,measured
113,Cd,48,112.904408097,measured
113,In,49,112.904060448,measured
113,Sn,50,112.905175845,measured
113,Sb,51,112.90937465200001,measured
113,Te,52,112.915891,measured
113,I,53,112.923650064,measured
113,Xe,54,112.93322166600001,measured
113,Cs,55,112.94442848799999,measured
113,Ba,56,112.95729,estimated
114,Nb,41,113.96201,estimated
114,Mo,42,113.94653,estimated
114,Tc,43,113.93709,measured
114,Ru,44,113.92461378,measured
114,Rh,45,113.918721296,measured
114,Pd,46,113.91036878,measured
114,Ag,47,113.908823031,measured
114,Cd,48,113.90336499,measured
114,In,49,113.90491640200001,measured
114,Sn,50,113.90278013200002,measured
114,Sb,51,113.909289191,measured
114,Te,52,113.912089,measured
114,I,53,113.92185,estimated
114,Xe,54,113.927980331,measured
114,Cs,55,113.94129617499999,measured
114,Ba,56,113.950718495,measured
115,Nb,41,114.96634,estimated
115,Mo,42,114.95196,estimated
115,Tc,43,114.939538,measured
115,Ru,44,114.92894239299999,measured
115,Rh,45,114.92031099299999,measured
115,Pd,46,114.913658718,measured
115,Ag,47,114.908767363,measured
115,Cd,48,114.90543741700002,measured
115,In,49,114.90387877299999,measured
115,Sn,50,114.90334469700001,measured
115,Sb,51,114.906598,measured
115,Te,52,114.911902,measured
115,I,53,114.918048,measured
115,Xe,54,114.926293945,measured
115,Cs,55,114.93591,estimated
115,Ba,56,114.947375,estimated
116,Mo,42,115.955448,estimated
116,Tc,43,115.94476,estimated
116,Ru,44,115.93121919299999,measured
116,Rh,45,115.924061645,measured
116,Pd,46,115.91429720999999,measured
116,Ag,47,115.911386812,measured
116,Cd,48,115.90476323,measured
116,In,49,115.90525999200001,measured
116,Sn,50,115.901742824,measured
116,Sb,51,115.90679258299998,measured
116,Te,52,115.90846,measured
116,I,53,115.916808658,measured
116,Xe,54,115.921581112,measured
116,Cs,55,115.933395,estimated
116,Ba,56,115.941406,estimated
116,La,57,115.956365,estimated
117,Mo,42,116.96117,estimated
117,Tc,43,116.94806,estimated
117,Ru,44,116.936135,measured
117,Rh,45,116.92603562299999,measured
117,Pd,46,116.91795494399999,measured
117,Ag,47,116.911773974,measured
117,Cd,48,116.90722603799999,measured
117,In,49,116.904515712,measured
117,Sn,50,116.902954017,measured
117,Sb,51,116.904841535,measured
117,Te,52,116.90864631299999,measured
117,I,53,116.913648314,measured
117,Xe,54,116.92035876,measured
117,Cs,55,116.92861672600002,measured
117,Ba,56,116.93831656100001,measured
117,La,57,116.950111,estimated
118,Mo,42,117.96497,estimated
118,Tc,43,117.95299,estimated
118,Ru,44,117.938529,estimated
118,Rh,45,117.93034044299999,measured
118,Pd,46,117.919066847,measured
118,Ag,47,117.914595487,measured
118,Cd,48,117.906921955,measured
118,In,49,117.906356659,measured
118,Sn,50,117.901606609,measured
118,Sb,51,117.905532174,measured
118,Te,52,117.905853839,measured
118,I,53,117.913074,measured
118,Xe,54,117.91617868,measured
118,Cs,55,117.926559519,measured
118,Ba,56,117.93306,estimated
118,La,57,117.946795,estimated
119,Tc,43,118.95666,estimated
119,Ru,44,118.94357,estimated
119,Rh,45,118.93255695200001,measured
119,Pd,46,118.92334045899999,measured
119,Ag,47,118.915570293,measured
119,Cd,48,118.909846903,measured
119,In,49,118.905850944,measured
119,Sn,50,118.903311216,measured
119,Sb,51,118.903945512,measured
119,Te,52,118.90640714799999,measured
119,I,53,118.910074,measured
119,Xe,54,118.915410713,measured
119,Cs,55,118.92237733,measured
119,Ba,56,118.930659686,measured
119,La,57,118.941181,estimated
119,Ce,58,118.952828,estimated
120,Tc,43,119.96187,estimated
120,Ru,44,119.94631,estimated
120,Rh,45,119.93686,estimated
120,Pd,46,119.92455125799998,measured
120,Ag,47,119.918784767,measured
120,Cd,48,119.909868067,measured
120,In,49,119.907966805,measured
120,Sn,50,119.902201873,measured
120,Sb,51,119.905079624,measured
120,Te,52,119.904059514,measured
120,I,53,119.910087465,measured
120,Xe,54,119.91178427,measured
120,Cs,55,119.920677279,measured
120,Ba,56,119.926045,measured
120,La,57,119.938196,estimated
120,Ce,58,119.946752,estimated
121,Tc,43,120.965883,estimated
121,Ru,44,120.95164,estimated
121,Rh,45,120.939613,measured
121,Pd,46,120.928950343,measured
121,Ag,47,120.920125282,measured
121,Cd,48,120.91296366299999,measured
121,In,49,120.907851286,measured
121,Sn,50,120.904242792,measured
121,Sb,51,120.90381009299999,measured
121,Te,52,120.90494248799999,measured
121,I,53,120.907405255,measured
121,Xe,54,120.911453014,measured
121,Cs,55,120.917227238,measured
121,Ba,56,120.92405228899999,measured
121,La,57,120.933236,estimated
121,Ce,58,120.943435,estimated
121,Pr,59,120.955532,estimated
122,Ru,44,121.95475,estimated
122,Rh,45,121.94409,estimated
122,Pd,46,121.93063169399998,measured
122,Ag,47,121.923664448,measured
122,Cd,48,121.91345905200001,measured
122,In,49,121.910280966,measured
122,Sn,50,121.903444001,measured
122,Sb,51,121.905168074,measured
122,Te,52,121.903043434,measured
122,I,53,121.90758881999999,measured
122,Xe,54,121.90836765799999,measured
122,Cs,55,121.916108145,measured
122,Ba,56,121.919904,measured
122,La,57,121.93071,estimated
122,Ce,58,121.93787,estimated
122,Pr,59,121.951927,estimated
123,Ru,44,122.960193,estimated
123,Rh,45,122.94701,estimated
123,Pd,46,122.935126,measured
123,Ag,47,122.92533706200001,measured
123,Cd,48,122.91689245299999,measured
123,In,49,122.910433826,measured
123,Sn,50,122.905725446,measured
123,Sb,51,122.904214016,measured
123,Te,52,122.90426974700001,measured
123,I,53,122.90558852,measured
123,Xe,54,122.90848175,measured
123,Cs,55,122.912996062,measured
123,Ba,56,122.91878106200001,measured
123,La,57,122.9263,estimated
123,Ce,58,122.93528,estimated
123,Pr,59,122.946076,estimated
124,Ru,44,123.963542,estimated
124,Rh,45,123.951809,estimated
124,Pd,46,123.937316,estimated
124,Ag,47,123.928931229,measured
124,Cd,48,123.91765736299999,measured
124,In,49,123.913182263,measured
124,Sn,50,123.905276692,measured
124,Sb,51,123.90593578899998,measured
124,Te,52,123.90281706399999,measured
124,I,53,123.906209021,measured
124,Xe,54,123.905891588,measured
124,Cs,55,123.912257798,measured
124,Ba,56,123.915093629,measured
124,La,57,123.92457427500001,measured
124,Ce,58,123.93031,estimated
124,Pr,59,123.94294,estimated
124,Nd,60,123.9522,estimated
125,Rh,45,124.954911,estimated
125,Pd,46,124.9419,estimated
125,Ag,47,124.930735,measured
125,Cd,48,124.921257577,measured
125,In,49,124.91360459100001,measured
125,Sn,50,124.907786442,measured
125,Sb,51,124.905252987,measured
125,Te,52,124.90442990000001,measured
125,I,53,124.90462933299999,measured
125,Xe,54,124.90639405,measured
125,Cs,55,124.90972786700002,measured
125,Ba,56,124.914471843,measured
125,La,57,124.92081593200001,measured
125,Ce,58,124.92844,estimated
125,Pr,59,124.937799,estimated
125,Nd,60,124.9489,estimated
126,Rh,45,125.959957,estimated
126,Pd,46,125.944326,estimated
126,Ag,47,125.934857,estimated
126,Cd,48,125.922429127,measured
126,In,49,125.916507344,measured
126,Sn,50,125.90765883600001,measured
126,Sb,51,125.907253036,measured
126,Te,52,125.903310866,measured
126,I,53,125.90562331299999,measured
126,Xe,54,125.904296794,measured
126,Cs,55,125.909445655,measured
126,Ba,56,125.911250204,measured
126,La,57,125.919512667,measured
126,Ce,58,125.923971,measured
126,Pr,59,125.93524,estimated
126,Nd,60,125.94311,estimated
126,Pm,61,125.957756,estimated
127,Rh,45,126.963467,estimated
127,Pd,46,126.94935,estimated
127,Ag,47,126.937262,estimated
127,Cd,48,126.926196624,measured
127,In,49,126.917448546,measured
127,Sn,50,126.91039040100002,measured
127,Sb,51,126.90692427700002,measured
127,Te,52,126.905225714,measured
127,I,53,126.904471838,measured
127,Xe,54,126.90518289899998,measured
127,Cs,55,126.907417381,measured
127,Ba,56,126.911091275,measured
127,La,57,126.916375084,measured
127,Ce,58,126.922727,measured
127,Pr,59,126.93071,estimated
127,Nd,60,126.94038,estimated
127,Pm,61,126.95192,estimated
128,Pd,46,127.952238,estimated
128,Ag,47,127.941363,estimated
128,Cd,48,127.927812857,measured
128,In,49,127.92040105299999,measured
128,Sn,50,127.91050719700002,measured
128,Sb,51,127.909145645,measured
128,Te,52,127.904461311,measured
128,I,53,127.9058086,measured
128,Xe,54,127.903530996,measured
128,Cs,55,127.90774864799998,measured
128,Ba,56,127.908342408,measured
128,La,57,127.915592123,measured
128,Ce,58,127.918911,measured
128,Pr,59,127.928791,measured
128,Nd,60,127.93525,estimated
128,Pm,61,127.9487,estimated
128,Sm,62,127.958486,estimated
129,Pd,46,128.959624,estimated
129,Ag,47,128.944197,estimated
129,Cd,48,128.932304399,measured
129,In,49,128.921805486,measured
129,Sn,50,128.91348210200002,measured
129,Sb,51,128.90914669600002,measured
129,Te,52,128.906596492,measured
129,I,53,128.904983687,measured
129,Xe,54,128.90478085892,measured
129,Cs,55,128.90606569,measured
129,Ba,56,128.908680896,measured
129,La,57,128.912694475,measured
129,Ce,58,128.918102,measured
129,Pr,59,128.925095,measured
129,Nd,60,128.933102,estimated
129,Pm,61,128.94323,estimated
129,Sm,62,128.954911,estimated
130,Ag,47,129.950942,estimated
130,Cd,48,129.934387566,measured
130,In,49,129.92497728799998,measured
130,Sn,50,129.913974533,measured
130,Sb,51,129.911662688,measured
130,Te,52,129.90622274700002,measured
130,I,53,129.906670211,measured
130,Xe,54,129.903509349,measured
130,Cs,55,129.906709283,measured
130,Ba,56,129.906320874,measured
130,La,57,129.912369413,measured
130,Ce,58,129.914736,measured
130,Pr,59,129.92359,measured
130,Nd,60,129.928506,measured
130,Pm,61,129.94053,estimated
130,Sm,62,129.949,estimated
130,Eu,63,129.96384,estimated
131,Ag,47,130.95665,estimated
131,Cd,48,130.94072,measured
131,In,49,130.926972122,measured
131,Sn,50,130.917053066,measured
131,Sb,51,130.911989341,measured
131,Te,52,130.90852221100002,measured
131,I,53,130.906126384,measured
131,Xe,54,130.905084136,measured
131,Cs,55,130.905464999,measured
131,Ba,56,130.906941181,measured
131,La,57,130.91007,measured
131,Ce,58,130.914429465,measured
131,Pr,59,130.92023496,measured
131,Nd,60,130.92724802,measured
131,Pm,61,130.935952,estimated
131,Sm,62,130.94618,estimated
131,Eu,63,130.957842,estimated
132,Ag,47,131.963725,estimated
132,Cd,48,131.94604,estimated
132,In,49,131.932998449,measured
132,Sn,50,131.917823902,measured
132,Sb,51,131.914508015,measured
132,Te,52,131.90854671600002,measured
132,I,53,131.907993514,measured
132,Xe,54,131.90415508697,measured
132,Cs,55,131.906437743,measured
132,Ba,56,131.90506109799998,measured
132,La,57,131.910118959,measured
132,Ce,58,131.911463846,measured
132,Pr,59,131.91924,measured
132,Nd,60,131.923321237,measured
132,Pm,61,131.93384,estimated
132,Sm,62,131.94087,estimated
132,Eu,63,131.954696,estimated
133,Cd,48,132.95285,estimated
133,In,49,132.93831,estimated
133,Sn,50,132.923913756,measured
133,Sb,51,132.91527213,measured
133,Te,52,132.910963332,measured
133,I,53,132.907827361,measured
133,Xe,54,132.90591075,measured
133,Cs,55,132.905451961,measured
133,Ba,56,132.906007325,measured
133,La,57,132.908218,measured
133,Ce,58,132.911520402,measured
133,Pr,59,132.916330561,measured
133,Nd,60,132.922348,measured
133,Pm,61,132.929782,measured
133,Sm,62,132.93856,estimated
133,Eu,63,132.94929,estimated
133,Gd,64,132.961503,estimated
134,Cd,48,133.958218,estimated
134,In,49,133.94454,estimated
134,Sn,50,133.928680433,measured
134,Sb,51,133.920535675,measured
134,Te,52,133.911396379,measured
134,I,53,133.90977566299998,measured
134,Xe,54,133.905393033,measured
134,Cs,55,133.90671850299998,measured
134,Ba,56,133.90450839899998,measured
134,La,57,133.908514011,measured
134,Ce,58,133.908928142,measured
134,Pr,59,133.915696729,measured
134,Nd,60,133.91879021,measured
134,Pm,61,133.928353,measured
134,Sm,62,133.93411,estimated
134,Eu,63,133.9464,estimated
134,Gd,64,133.95566,estimated
135,In,49,134.95005,estimated
135,Sn,50,134.93490860499998,measured
135,Sb,51,134.925184357,measured
135,Te,52,134.916554718,measured
135,I,53,134.910059382,measured
135,Xe,54,134.90723166100003,measured
135,Cs,55,134.905977234,measured
135,Ba,56,134.905688606,measured
135,La,57,134.90698456799998,measured
135,Ce,58,134.909160799,measured
135,Pr,59,134.913111774,measured
135,Nd,60,134.91818132,measured
135,Pm,61,134.924796,measured
135,Sm,62,134.93252,measured
135,Eu,63,134.94187,estimated
135,Gd,64,134.952345,estimated
135,Tb,65,134.96476,estimated
136,In,49,135.956511,estimated
136,Sn,50,135.93999,estimated
136,Sb,51,135.93074901100002,measured
136,Te,52,135.92010118200002,measured
136,I,53,135.91460469499998,measured
136,Xe,54,135.907214476,measured
136,Cs,55,135.90731159,measured
136,Ba,56,135.904575959,measured
136,La,57,135.907634962,measured
136,Ce,58,135.907129438,measured
136,Pr,59,135.912677532,measured
136,Nd,60,135.914976064,measured
136,Pm,61,135.923595949,measured
136,Sm,62,135.928275555,measured
136,Eu,63,135.93962,estimated
136,Gd,64,135.9473,estimated
136,Tb,65,135.961213,estimated
137,In,49,136.962383,estimated
137,Sn,50,136.94655,estimated
137,Sb,51,136.935522522,measured
137,Te,52,136.92559935699998,measured
137,I,53,136.91802818,measured
137,Xe,54,136.911557773,measured
137,Cs,55,136.907089464,measured
137,Ba,56,136.905827375,measured
137,La,57,136.906450618,measured
137,Ce,58,136.90776259600003,measured
137,Pr,59,136.91067930399998,measured
137,Nd,60,136.914562448,measured
137,Pm,61,136.92047952200002,measured
137,Sm,62,136.92697051700003,measured
137,Eu,63,136.935430722,measured
137,Gd,64,136.94502,estimated
137,Tb,65,136.95602,estimated
138,Sn,50,137.95184,estimated
138,Sb,51,137.941792,measured
138,Te,52,137.929472454,measured
138,I,53,137.922726394,measured
138,Xe,54,137.914146271,measured
138,Cs,55,137.91101720700001,measured
138,Ba,56,137.905247229,measured
138,La,57,137.907117834,measured
138,Ce,58,137.905988743,measured
138,Pr,59,137.91075205899998,measured
138,Nd,60,137.911949717,measured
138,Pm,61,137.91954807700003,measured
138,Sm,62,137.92324399,measured
138,Eu,63,137.933709,measured
138,Gd,64,137.940096,estimated
138,Tb,65,137.95312,estimated
138,Dy,66,137.9625,estimated
139,Sn,50,138.958733,estimated
139,Sb,51,138.94655,estimated
139,Te,52,138.935367193,measured
139,I,53,138.926493403,measured
139,Xe,54,138.91879220299998,measured
139,Cs,55,138.913363992,measured
139,Ba,56,138.908841334,measured
139,La,57,138.90635880399998,measured
139,Ce,58,138.906657625,measured
139,Pr,59,138.90894327,measured
139,Nd,60,138.911954407,measured
139,Pm,61,138.916799806,measured
139,Sm,62,138.922296634,measured
139,Eu,63,138.92979231,measured
139,Gd,64,138.93813,estimated
139,Tb,65,138.94833,estimated
139,Dy,66,138.95959,estimated
140,Sb,51,139.95283,estimated
140,Te,52,139.939262917,measured
140,I,53,139.931715917,measured
140,Xe,54,139.921645817,measured
140,Cs,55,139.917283305,measured
140,Ba,56,139.910606666,measured
140,La,57,139.90948318399998,measured
140,Ce,58,139.905446424,measured
140,Pr,59,139.909083592,measured
140,Nd,60,139.90954433200002,measured
140,Pm,61,139.916034122,measured
140,Sm,62,139.918994717,measured
140,Eu,63,139.928087637,measured
140,Gd,64,139.933674,measured
140,Tb,65,139.945805049,measured
140,Dy,66,139.95402,estimated
140,Ho,67,139.968589,estimated
141,Sb,51,140.958014,estimated
141,Te,52,140.9458,estimated
141,I,53,140.935666084,measured
141,Xe,54,140.92678718399998,measured
141,Cs,55,140.920045086,measured
141,Ba,56,140.9144035,measured
141,La,57,140.910969222,measured
141,Ce,58,140.908283987,measured
141,Pr,59,140.907658403,measured
141,Nd,60,140.90961548800001,measured
141,Pm,61,140.913555084,measured
141,Sm,62,140.918481591,measured
141,Eu,63,140.924931745,measured
141,Gd,64,140.932126,measured
141,Tb,65,140.941448,measured
141,Dy,66,140.95128,estimated
141,Ho,67,140.963108,estimated
142,Te,52,141.95022,estimated
142,I,53,141.941202,measured
142,Xe,54,141.92997309799998,measured
142,Cs,55,141.924299512,measured
142,Ba,56,141.91643288799997,measured
142,La,57,141.914090454,measured
142,Ce,58,141.909249884,measured
142,Pr,59,141.91005044,measured
142,Nd,60,141.90772889500002,measured
142,Pm,61,141.912890428,measured
142,Sm,62,141.91520453200002,measured
142,Eu,63,141.923441836,measured
142,Gd,64,141.928116,measured
142,Tb,65,141.939280859,measured
