A,Element,Z,Mass,Source
142,Dy,66,141.946194,estimated
142,Ho,67,141.96001,estimated
142,Er,68,141.969909,estimated
143,Te,52,142.95676,estimated
143,I,53,142.945646,estimated
143,Xe,54,142.93536955300002,measured
143,Cs,55,142.92734734799998,measured
143,Ba,56,142.92062515,measured
143,La,57,142.91607942200002,measured
143,Ce,58,142.91239163,measured
143,Pr,59,142.910822564,measured
143,Nd,60,142.909819887,measured
143,Pm,61,142.91093807299998,measured
143,Sm,62,142.91463482100002,measured
143,Eu,63,142.920298681,measured
143,Gd,64,142.926750682,measured
143,Tb,65,142.935137335,measured
143,Dy,66,142.943994335,measured
143,Ho,67,142.95486,estimated
143,Er,68,142.966441,estimated
144,I,53,143.95139,estimated
144,Xe,54,143.938945079,measured
144,Cs,55,143.932075404,measured
144,Ba,56,143.92295482100002,measured
144,La,57,143.919645589,measured
144,Ce,58,143.91365283000002,measured
144,Pr,59,143.91331075,measured
144,Nd,60,143.910092865,measured
144,Pm,61,143.912596224,measured
144,Sm,62,143.912006373,measured
144,Eu,63,143.91881951700003,measured
144,Gd,64,143.922963,measured
144,Tb,65,143.933045,measured
144,Dy,66,143.939269514,measured
144,Ho,67,143.952109714,measured
144,Er,68,143.9607,estimated
144,Tm,69,143.976104,estimated
145,I,53,144.95605,estimated
145,Xe,54,144.944719634,measured
145,Cs,55,144.93552893,measured
145,Ba,56,144.9275184,measured
145,La,57,144.921808066,measured
145,Ce,58,144.917265144,measured
145,Pr,59,144.91451803299998,measured
145,Nd,60,144.912579199,measured
145,Pm,61,144.91275577300001,measured
145,Sm,62,144.913417244,measured
145,Eu,63,144.91627266799998,measured
145,Gd,64,144.92171037,measured
145,Tb,65,144.928729105,measured
145,Dy,66,144.937473994,measured
145,Ho,67,144.947267394,measured
145,Er,68,144.957874,estimated
145,Tm,69,144.970389,estimated
146,Xe,54,145.948518248,measured
146,Cs,55,145.94062187,measured
146,Ba,56,145.93027643099998,measured
146,La,57,145.925871468,measured
146,Ce,58,145.918802065,measured
146,Pr,59,145.91767954899998,measured
146,Nd,60,145.91312250299998,measured
146,Pm,61,145.91470228600002,measured
146,Sm,62,145.913046881,measured
146,Eu,63,145.917210909,measured
146,Gd,64,145.91831854799997,measured
146,Tb,65,145.92725276800002,measured
146,Dy,66,145.932844529,measured
146,Ho,67,145.944993506,measured
146,Er,68,145.952418359,measured
146,Tm,69,145.966661,estimated
147,Xe,54,146.954525,estimated
147,Cs,55,146.944261515,measured
147,Ba,56,146.9353039,measured
147,La,57,146.9284178,measured
147,Ce,58,146.922689903,measured
147,Pr,59,146.919007458,measured
147,Nd,60,146.91610601,measured
147,Pm,61,146.915144638,measured
147,Sm,62,146.914904064,measured
147,Eu,63,146.91675227599998,measured
147,Gd,64,146.919100987,measured
147,Tb,65,146.92405462,measured
147,Dy,66,146.931082715,measured
147,Ho,67,146.940142295,measured
147,Er,68,146.949964458,measured
147,Tm,69,146.96137989,measured
148,Xe,54,147.958561,estimated
148,Cs,55,147.949639029,measured
148,Ba,56,147.93817057799998,measured
148,La,57,147.9326794,measured
148,Ce,58,147.92442419600002,measured
148,Pr,59,147.922130015,measured
148,Nd,60,147.91689909299998,measured
148,Pm,61,147.91748125499998,measured
148,Sm,62,147.91482901199998,measured
148,Eu,63,147.918089294,measured
148,Gd,64,147.91812150299998,measured
148,Tb,65,147.924275323,measured
148,Dy,66,147.927149772,measured
148,Ho,67,147.937743928,measured
148,Er,68,147.944735029,measured
148,Tm,69,147.95838402899997,measured
148,Yb,70,147.967439,estimated
149,Cs,55,148.953569,estimated
149,Ba,56,148.942973,measured
149,La,57,148.93535126,measured
149,Ce,58,148.9284269,measured
149,Pr,59,148.92373609999999,measured
149,Nd,60,148.920154648,measured
149,Pm,61,148.918341658,measured
149,Sm,62,148.917191375,measured
149,Eu,63,148.917937086,measured
149,Gd,64,148.919347831,measured
149,Tb,65,148.92325375299998,measured
149,Dy,66,148.92732544799998,measured
149,Ho,67,148.93381967200003,measured
149,Er,68,148.942306,measured
149,Tm,69,148.95289,estimated
149,Yb,70,148.96436,estimated
150,Cs,55,149.959023,estimated
150,Ba,56,149.94643,estimated
150,La,57,149.939742,measured
150,Ce,58,149.930384035,measured
150,Pr,59,149.926676415,measured
150,Nd,60,149.920901525,measured
150,Pm,61,149.920990217,measured
150,Sm,62,149.91728219499998,measured
150,Eu,63,149.919707229,measured
150,Gd,64,149.91866406600002,measured
150,Tb,65,149.923664864,measured
150,Dy,66,149.92559308000003,measured
150,Ho,67,149.93349835799998,measured
150,Er,68,149.937915528,measured
150,Tm,69,149.95009,estimated
150,Yb,70,149.95852,estimated
150,Lu,71,149.973548,estimated
151,Cs,55,150.963253,estimated
151,Ba,56,150.951755,estimated
151,La,57,150.942769,measured
151,Ce,58,150.93427219999998,measured
151,Pr,59,150.928309114,measured
151,Nd,60,150.923839565,measured
151,Pm,61,150.92121681700002,measured
151,Sm,62,150.919939066,measured
151,Eu,63,150.91985686,measured
151,Gd,64,150.92035510899998,measured
151,Tb,65,150.92310900100003,measured
151,Dy,66,150.92619125299998,measured
151,Ho,67,150.93169817700002,measured
151,Er,68,150.937448567,measured
151,Tm,69,150.945493201,measured
151,Yb,70,150.955402458,measured
151,Lu,71,150.967677,estimated
152,Cs,55,151.968942,estimated
152,Ba,56,151.955222,estimated
152,La,57,151.947085,estimated
152,Ce,58,151.936682,estimated
152,Pr,59,151.9315529,measured
152,Nd,60,151.924691509,measured
152,Pm,61,151.923505481,measured
152,Sm,62,151.91973904,measured
152,Eu,63,151.92175123500002,measured
152,Gd,64,151.919798822,measured
152,Tb,65,151.92408226299997,measured
152,Dy,66,151.924725363,measured
152,Ho,67,151.931717465,measured
152,Er,68,151.935050169,measured
152,Tm,69,151.944476,measured
152,Yb,70,151.95032669999998,measured
152,Lu,71,151.96412,estimated
153,Ba,56,152.960848,estimated
153,La,57,152.950553,estimated
153,Ce,58,152.941052,estimated
153,Pr,59,152.93390353200002,measured
153,Nd,60,152.927717949,measured
153,Pm,61,152.92415643599998,measured
153,Sm,62,152.92210396899998,measured
153,Eu,63,152.921237043,measured
153,Gd,64,152.921757359,measured
153,Tb,65,152.92344197799997,measured
153,Dy,66,152.92577199200002,measured
153,Ho,67,152.930206632,measured
153,Er,68,152.935084279,measured
153,Tm,69,152.94205724399998,measured
153,Yb,70,152.94932,estimated
153,Lu,71,152.95880505399998,measured
153,Hf,72,152.970692,estimated
154,Ba,56,153.964766,estimated
154,La,57,153.955416,estimated
154,Ce,58,153.94394,estimated
154,Pr,59,153.93762173800002,measured
154,Nd,60,153.929333977,measured
154,Pm,61,153.92644936399998,measured
154,Sm,62,153.922216164,measured
154,Eu,63,153.922985955,measured
154,Gd,64,153.920873398,measured
154,Tb,65,153.924684106,measured
154,Dy,66,153.924429028,measured
154,Ho,67,153.93060684099999,measured
154,Er,68,153.932790743,measured
154,Tm,69,153.94157006700001,measured
154,Yb,70,153.946395701,measured
154,Lu,71,153.957364,estimated
154,Hf,72,153.964927,estimated
155,La,57,154.95928,estimated
155,Ce,58,154.948706,estimated
155,Pr,59,154.940509259,measured
155,Nd,60,154.93313566799998,measured
155,Pm,61,154.928137024,measured
155,Sm,62,154.924647051,measured
155,Eu,63,154.922900102,measured
155,Gd,64,154.922629796,measured
155,Tb,65,154.923509921,measured
155,Dy,66,154.92575845899998,measured
155,Ho,67,154.929103634,measured
155,Er,68,154.93321568399998,measured
155,Tm,69,154.93920957799997,measured
155,Yb,70,154.945783217,measured
155,Lu,71,154.954326011,measured
155,Hf,72,154.963317,estimated
155,Ta,73,154.974312,estimated
156,La,57,155.964519,estimated
156,Ce,58,155.951884,estimated
156,Pr,59,155.94464,estimated
156,Nd,60,155.935078868,measured
156,Pm,61,155.93111749000002,measured
156,Sm,62,155.925538511,measured
156,Eu,63,155.92476328499998,measured
156,Gd,64,155.922130562,measured
156,Tb,65,155.92475443,measured
156,Dy,66,155.924284038,measured
156,Ho,67,155.92970543599998,measured
156,Er,68,155.93106588999999,measured
156,Tm,69,155.938985597,measured
156,Yb,70,155.942816893,measured
156,Lu,71,155.953086606,measured
156,Hf,72,155.959401889,measured
156,Ta,73,155.972237,estimated
157,Ce,58,156.957133,estimated
157,Pr,59,156.94789,estimated
157,Nd,60,156.939386037,measured
157,Pm,61,156.93312137,measured
157,Sm,62,156.92841867299998,measured
157,Eu,63,156.92543279100002,measured
157,Gd,64,156.92396787,measured
157,Tb,65,156.92403232799998,measured
157,Dy,66,156.925469667,measured
157,Ho,67,156.928251999,measured
157,Er,68,156.931922655,measured
157,Tm,69,156.936973,measured
157,Yb,70,156.94264923,measured
157,Lu,71,156.95014404499997,measured
157,Hf,72,156.958236,estimated
157,Ta,73,156.96823025100002,measured
157,W,74,156.979098,estimated
158,Ce,58,157.960644,estimated
158,Pr,59,157.95241,estimated
158,Nd,60,157.94197,estimated
158,Pm,61,157.936565121,measured
158,Sm,62,157.929950979,measured
158,Eu,63,157.927798581,measured
158,Gd,64,157.924111646,measured
158,Tb,65,157.925420166,measured
158,Dy,66,157.924414597,measured
158,Ho,67,157.928944692,measured
158,Er,68,157.929893474,measured
158,Tm,69,157.936979525,measured
158,Yb,70,157.93987053400002,measured
158,Lu,71,157.94931562600001,measured
158,Hf,72,157.95480122200001,measured
158,Ta,73,157.966541,estimated
158,W,74,157.974629,estimated
159,Pr,59,158.95589,estimated
159,Nd,60,158.94653,estimated
159,Pm,61,158.939286479,measured
159,Sm,62,158.933217202,measured
159,Eu,63,158.92909961200002,measured
159,Gd,64,158.92639626700003,measured
159,Tb,65,158.925353933,measured
159,Dy,66,158.925746023,measured
159,Ho,67,158.927718768,measured
159,Er,68,158.930690875,measured
159,Tm,69,158.934975,measured
159,Yb,70,158.940054787,measured
159,Lu,71,158.94663561500002,measured
159,Hf,72,158.953995838,measured
159,Ta,73,158.96302805200003,measured
159,W,74,158.972845,estimated
159,Re,75,158.984171,estimated
160,Pr,59,159.960794,estimated
160,Nd,60,159.9494,estimated
160,Pm,61,159.9431,estimated
160,Sm,62,159.93533528600003,measured
160,Eu,63,159.931850916,measured
160,Gd,64,159.92706153700001,measured
160,Tb,65,159.927174778,measured
160,Dy,66,159.925203244,measured
160,Ho,67,159.928735204,measured
160,Er,68,159.92907713,measured
160,Tm,69,159.935263106,measured
160,Yb,70,159.93755976299997,measured
160,Lu,71,159.946033,measured
160,Hf,72,159.95068251299998,measured
160,Ta,73,159.961541679,measured
160,W,74,159.968516753,measured
160,Re,75,159.98203,estimated
161,Nd,60,160.95428,estimated
161,Pm,61,160.94607,estimated
161,Sm,62,160.939160143,measured
161,Eu,63,160.933664066,measured
161,Gd,64,160.929676602,measured
161,Tb,65,160.927577001,measured
161,Dy,66,160.926939088,measured
161,Ho,67,160.927860759,measured
161,Er,68,160.93000319100003,measured
161,Tm,69,160.933549,measured
161,Yb,70,160.937906846,measured
161,Lu,71,160.943572,measured
161,Hf,72,160.950279151,measured
161,Ta,73,160.95836903100002,measured
161,W,74,160.967197,estimated
161,Re,75,160.97762712099998,measured
161,Os,76,160.989287,estimated
162,Nd,60,161.957541,estimated
162,Pm,61,161.95022,estimated
162,Sm,62,161.94146,estimated
162,Eu,63,161.93697930300002,measured
162,Gd,64,161.930992146,measured
162,Tb,65,161.92949395500003,measured
162,Dy,66,161.926804168,measured
162,Ho,67,161.92910148500002,measured
162,Er,68,161.92878696,measured
162,Tm,69,161.934000872,measured
162,Yb,70,161.935773771,measured
162,Lu,71,161.943282776,measured
162,Hf,72,161.947214896,measured
162,Ta,73,161.957294202,measured
162,W,74,161.963500347,measured
162,Re,75,161.975844,estimated
162,Os,76,161.984498,estimated
163,Pm,61,162.95357,estimated
163,Sm,62,162.94555,estimated
163,Eu,63,162.939360977,measured
163,Gd,64,162.93417683200002,measured
163,Tb,65,162.930653261,measured
163,Dy,66,162.928736879,measured
163,Ho,67,162.92873992100002,measured
163,Er,68,162.930039567,measured
163,Tm,69,162.932657941,measured
163,Yb,70,162.9363398,measured
163,Lu,71,162.941179,measured
163,Hf,72,162.94711325799997,measured
163,Ta,73,162.954337195,measured
163,W,74,162.962524511,measured
163,Re,75,162.97208544100002,measured
163,Os,76,162.982617,estimated
164,Pm,61,163.958271,estimated
164,Sm,62,163.94836,estimated
164,Eu,63,163.942693,estimated
164,Gd,64,163.93583,estimated
164,Tb,65,163.93335655899998,measured
164,Dy,66,163.929180472,measured
164,Ho,67,163.93023948299998,measured
164,Er,68,163.92920739200002,measured
164,Tm,69,163.93354328100003,measured
164,Yb,70,163.934495103,measured
164,Lu,71,163.941339,measured
164,Hf,72,163.944370544,measured
164,Ta,73,163.953534,measured
164,W,74,163.958952222,measured
164,Re,75,163.970507124,measured
164,Os,76,163.97807596599998,measured
164,Ir,77,163.992116,estimated
165,Sm,62,164.95297,estimated
165,Eu,63,164.945546,estimated
165,Gd,64,164.939395,estimated
165,Tb,65,164.93498,estimated
165,Dy,66,164.93170905399998,measured
165,Ho,67,164.93032804700002,measured
165,Er,68,164.93073319799998,measured
165,Tm,69,164.932442269,measured
165,Yb,70,164.93527024099998,measured
165,Lu,71,164.939406758,measured
165,Hf,72,164.944567,measured
165,Ta,73,164.95078030300002,measured
165,W,74,164.95828097400002,measured
165,Re,75,164.967085375,measured
165,Os,76,164.976602,estimated
165,Ir,77,164.987555,estimated
166,Sm,62,165.956275,estimated
166,Eu,63,165.94932,estimated
166,Gd,64,165.94146,estimated
166,Tb,65,165.937858119,measured
166,Dy,66,165.932812461,measured
166,Ho,67,165.932290139,measured
166,Er,68,165.930299023,measured
166,Tm,69,165.93356009200002,measured
166,Yb,70,165.93387424899998,measured
166,Lu,71,165.939859,measured
166,Hf,72,165.94218,measured
166,Ta,73,165.950512,measured
166,W,74,165.95503134600003,measured
166,Re,75,165.96576094,measured
166,Os,76,165.972698141,measured
166,Ir,77,165.985664,estimated
166,Pt,78,165.994923,estimated
167,Eu,63,166.952753,estimated
167,Gd,64,166.94545,estimated
167,Tb,65,166.93996,estimated
167,Dy,66,166.93566182299998,measured
167,Ho,67,166.933138994,measured
167,Er,68,166.932054119,measured
167,Tm,69,166.93285663499998,measured
167,Yb,70,166.93495333700002,measured
167,Lu,71,166.93827,measured
167,Hf,72,166.9426,measured
167,Ta,73,166.948093,measured
167,W,74,166.954805873,measured
167,Re,75,166.962607,estimated
167,Os,76,166.97154893799998,measured
167,Ir,77,166.981671981,measured
167,Pt,78,166.992901,estimated
168,Eu,63,167.957337,estimated
168,Gd,64,167.94808,estimated
168,Tb,65,167.9434,estimated
168,Dy,66,167.93713371599998,measured
168,Ho,67,167.935521676,measured
168,Er,68,167.932376192,measured
168,Tm,69,167.934177868,measured
168,Yb,70,167.933889106,measured
168,Lu,71,167.938735139,measured
168,Hf,72,167.940568,measured
168,Ta,73,167.948047,measured
168,W,74,167.951805262,measured
168,Re,75,167.96157260799998,measured
168,Os,76,167.967798812,measured
168,Ir,77,167.979960981,measured
168,Pt,78,167.988183004,measured
169,Gd,64,168.9526,estimated
169,Tb,65,168.94597,estimated
169,Dy,66,168.94031397100002,measured
169,Ho,67,168.93687863,measured
169,Er,68,168.934596353,measured
169,Tm,69,168.93421834999998,measured
169,Yb,70,168.935182016,measured
169,Lu,71,168.937643653,measured
169,Hf,72,168.941259,measured
169,Ta,73,168.946011,measured
169,W,74,168.95177867700002,measured
169,Re,75,168.958765991,measured
169,Os,76,168.967017833,measured
169,Ir,77,168.976281287,measured
169,Pt,78,168.986567,estimated
169,Au,79,168.99808,estimated
170,Gd,64,169.955577,estimated
170,Tb,65,169.94984,estimated
170,Dy,66,169.94239,estimated
170,Ho,67,169.939625289,measured
170,Er,68,169.93547067299997,measured
170,Tm,69,169.935806507,measured
170,Yb,70,169.93476724500002,measured
170,Lu,71,169.938479234,measured
170,Hf,72,169.939609,measured
170,Ta,73,169.946175,measured
170,W,74,169.94923119999999,measured
170,Re,75,169.958224966,measured
170,Os,76,169.96357867299997,measured
170,Ir,77,169.974922,estimated
170,Pt,78,169.982502095,measured
170,Au,79,169.995972,estimated
171,Tb,65,170.95273,estimated
171,Dy,66,170.94612,estimated
171,Ho,67,170.94147149,measured
171,Er,68,170.938036148,measured
171,Tm,69,170.93643512600002,measured
171,Yb,70,170.936331517,measured
171,Lu,71,170.93791866,measured
171,Hf,72,170.940492,measured
171,Ta,73,170.944476,measured
171,W,74,170.949451,measured
171,Re,75,170.955716,measured
171,Os,76,170.963175348,measured
171,Ir,77,170.97164552200002,measured
171,Pt,78,170.981245502,measured
171,Au,79,170.991881542,measured
171,Hg,80,171.003736,estimated
172,Tb,65,171.957219,estimated
172,Dy,66,171.94846,estimated
172,Ho,67,171.94473,estimated
172,Er,68,171.93936234400002,measured
172,Tm,69,171.938406067,measured
172,Yb,70,171.936386658,measured
172,Lu,71,171.939091417,measured
172,Hf,72,171.93944971599998,measured
172,Ta,73,171.944895,measured
172,W,74,171.947292,measured
172,Re,75,171.95540807900002,measured
172,Os,76,171.960017088,measured
172,Ir,77,171.970607036,measured
172,Pt,78,171.977340788,measured
172,Au,79,171.989996708,measured
172,Hg,80,171.998863391,measured
173,Dy,66,172.95283,estimated
173,Ho,67,172.94702,estimated
173,Er,68,172.9424,estimated
173,Tm,69,172.939606632,measured
173,Yb,70,172.938216215,measured
173,Lu,71,172.938935822,measured
173,Hf,72,172.940513,measured
173,Ta,73,172.94375,measured
173,W,74,172.947689,measured
173,Re,75,172.953243,measured
173,Os,76,172.959808375,measured
173,Ir,77,172.967505496,measured
173,Pt,78,172.976443315,measured
173,Au,79,172.986223808,measured
173,Hg,80,172.997091,estimated
174,Dy,66,173.955587,estimated
174,Ho,67,173.95095,estimated
174,Er,68,173.94423,estimated
174,Tm,69,173.942174064,measured
174,Yb,70,173.938867548,measured
174,Lu,71,173.940342938,measured
174,Hf,72,173.94004848,measured
174,Ta,73,173.944454,measured
174,W,74,173.946079,measured
174,Re,75,173.953115,measured
174,Os,76,173.95706315200002,measured
174,Ir,77,173.966866676,measured
174,Pt,78,173.97281983200003,measured
174,Au,79,173.984718,estimated
174,Hg,80,173.992870583,measured
175,Ho,67,174.95362,estimated
175,Er,68,174.94777,estimated
175,Tm,69,174.943842313,measured
175,Yb,70,174.94128191,measured
175,Lu,71,174.940777308,measured
175,Hf,72,174.94151152700002,measured
175,Ta,73,174.943737,measured
175,W,74,174.946717,measured
175,Re,75,174.951381,measured
175,Os,76,174.956945105,measured
175,Ir,77,174.964149521,measured
175,Pt,78,174.972395457,measured
175,Au,79,174.981316085,measured
175,Hg,80,174.991441086,measured
176,Ho,67,175.95782,estimated
176,Er,68,175.94994,estimated
176,Tm,69,175.946997711,measured
176,Yb,70,175.942574708,measured
176,Lu,71,175.94269180900002,measured
176,Hf,72,175.941409905,measured
176,Ta,73,175.944857,measured
176,W,74,175.945634,measured
176,Re,75,175.951623,measured
176,Os,76,175.954806,measured
176,Ir,77,175.96363011900002,measured
176,Pt,78,175.96893821400002,measured
176,Au,79,175.980116927,measured
176,Hg,80,175.987348335,measured
176,Tl,81,176.000624367,measured
177,Er,68,176.95399,estimated
177,Tm,69,176.94904,estimated
177,Yb,70,176.945263848,measured
177,Lu,71,176.94376366799997,measured
177,Hf,72,176.94323032,measured
177,Ta,73,176.944482073,measured
177,W,74,176.946643,measured
177,Re,75,176.950328,measured
177,Os,76,176.954957882,measured
177,Ir,77,176.9613015,measured
177,Pt,78,176.968469529,measured
177,Au,79,176.97687037900002,measured
177,Hg,80,176.98627737599998,measured
177,Tl,81,176.99641379700003,measured
178,Er,68,177.956779,estimated
178,Tm,69,177.95264,estimated
178,Yb,70,177.94664971,measured
178,Lu,71,177.945960162,measured
178,Hf,72,177.94370845599997,measured
178,Ta,73,177.945681,estimated
178,W,74,177.945885925,measured
178,Re,75,177.950989,measured
178,Os,76,177.9532533,measured
178,Ir,77,177.961082,measured
178,Pt,78,177.965649248,measured
178,Au,79,177.97605594499998,measured
178,Hg,80,177.982484158,measured
178,Tl,81,177.994857,estimated
178,Pb,82,178.003837163,measured
179,Tm,69,178.95534,estimated
179,Yb,70,178.95004,estimated
179,Lu,71,178.94733308200003,measured
179,Hf,72,178.945825838,measured
179,Ta,73,178.945939187,measured
179,W,74,178.947079501,measured
179,Re,75,178.94998971500002,measured
179,Os,76,178.95381666900002,measured
179,Ir,77,178.959117596,measured
179,Pt,78,178.96535871900002,measured
179,Au,79,178.973173668,measured
179,Hg,80,178.98182689900003,measured
179,Tl,81,178.991123405,measured
179,Pb,82,179.002201452,measured
180,Tm,69,179.959291,estimated
180,Yb,70,179.95212,estimated
180,Lu,71,179.94989087599998,measured
180,Hf,72,179.94655966900004,measured
180,Ta,73,179.94746839200002,measured
180,W,74,179.946713435,measured
180,Re,75,179.950791568,measured
180,Os,76,179.95237993,measured
180,Ir,77,179.95922944599997,measured
180,Pt,78,179.963031563,measured
180,Au,79,179.97248988299998,measured
180,Hg,80,179.97826024900002,measured
180,Tl,81,179.98992301900003,measured
180,Pb,82,179.997915842,measured
181,Tm,69,180.962243,estimated
181,Yb,70,180.95589,estimated
181,Lu,71,180.951908,measured
181,Hf,72,180.94911096500002,measured
181,Ta,73,180.94799933099998,measured
181,W,74,180.948218863,measured
181,Re,75,180.950061523,measured
181,Os,76,180.953247188,measured
181,Ir,77,180.957634694,measured
181,Pt,78,180.96308992700003,measured
181,Au,79,180.970079103,measured
181,Hg,80,180.977819357,measured
181,Tl,81,180.98625999200002,measured
181,Pb,82,180.996653386,measured
182,Yb,70,181.958325,estimated
182,Lu,71,181.95504,estimated
182,Hf,72,181.950563816,measured
182,Ta,73,181.95015541299998,measured
182,W,74,181.948205721,measured
182,Re,75,181.951211645,measured
182,Os,76,181.952110153,measured
182,Ir,77,181.95807629599997,measured
182,Pt,78,181.961171571,measured
182,Au,79,181.96961787400002,measured
182,Hg,80,181.974689132,measured
182,Tl,81,181.98569188,measured
182,Pb,82,181.99267294,measured
183,Yb,70,182.962319,estimated
183,Lu,71,182.957363,measured
183,Hf,72,182.953534004,measured
183,Ta,73,182.95137618,measured
183,W,74,182.9502245,measured
183,Re,75,182.95082139,measured
183,Os,76,182.95312471900002,measured
183,Ir,77,182.956839968,measured
183,Pt,78,182.961596653,measured
183,Au,79,182.96758810799997,measured
183,Hg,80,182.974444629,measured
183,Tl,81,182.98219284599998,measured
183,Pb,82,182.99186766799997,measured
184,Yb,70,183.965067,estimated
184,Lu,71,183.96091,estimated
184,Hf,72,183.955448587,measured
184,Ta,73,183.95401003799998,measured
184,W,74,183.95093326,measured
184,Re,75,183.95252826700002,measured
184,Os,76,183.952492949,measured
184,Ir,77,183.957476,measured
184,Pt,78,183.959920039,measured
184,Au,79,183.967451524,measured
184,Hg,80,183.971713221,measured
184,Tl,81,183.98187509299999,measured
184,Pb,82,183.98813570200002,measured
184,Bi,83,184.00114125,measured
185,Yb,70,184.969404,estimated
185,Lu,71,184.96362,estimated
185,Hf,72,184.958862,measured
185,Ta,73,184.955561396,measured
185,W,74,184.95342128599998,measured
185,Re,75,184.952958337,measured
185,Os,76,184.954045995,measured
185,Ir,77,184.956698,measured
185,Pt,78,184.96061365900002,measured
185,Au,79,184.965798874,measured
185,Hg,80,184.971890676,measured
185,Tl,81,184.97878919099998,measured
185,Pb,82,184.98760998900002,measured
185,Bi,83,184.9976,estimated
186,Lu,71,185.967568,estimated
186,Hf,72,185.960897,measured
186,Ta,73,185.95855311099996,measured
186,W,74,185.954365215,measured
186,Re,75,185.95498941900004,measured
186,Os,76,185.95383766,measured
186,Ir,77,185.957946754,measured
186,Pt,78,185.95935084599998,measured
186,Au,79,185.96595270299997,measured
186,Hg,80,185.969362017,measured
186,Tl,81,185.978650841,measured
186,Pb,82,185.98423819599998,measured
186,Bi,83,185.996622402,measured
186,Po,84,186.00440257700004,measured
187,Lu,71,186.970392,estimated
187,Hf,72,186.96477,estimated
187,Ta,73,186.960391,measured
187,W,74,186.95716132299998,measured
187,Re,75,186.95575228799999,measured
187,Os,76,186.95574964,measured
187,Ir,77,186.957542,measured
187,Pt,78,186.96061697599998,measured
187,Au,79,186.964543155,measured
187,Hg,80,186.969814158,measured
187,Tl,81,186.975904743,measured
187,Pb,82,186.983910836,measured
187,Bi,83,186.993147276,measured
187,Po,84,187.003036624,measured
188,Lu,71,187.97446,estimated
188,Hf,72,187.96685,estimated
188,Ta,73,187.963916,measured
188,W,74,187.95848839500002,measured
188,Re,75,187.95811372799997,measured
188,Os,76,187.95583736099996,measured
188,Ir,77,187.95883504599996,measured
188,Pt,78,187.95939756,measured
188,Au,79,187.96524796900002,measured
188,Hg,80,187.96757691,measured
188,Tl,81,187.976020886,measured
188,Pb,82,187.98087459200002,measured
188,Bi,83,187.99227618400002,measured
188,Po,84,187.999415655,measured
189,Hf,72,188.97084,estimated
189,Ta,73,188.96583,estimated
189,W,74,188.961763,measured
189,Re,75,188.959227817,measured
189,Os,76,188.958146005,measured
189,Ir,77,188.95872266900003,measured
189,Pt,78,188.960848542,measured
189,Au,79,188.96394828599998,measured
189,Hg,80,188.968194748,measured
189,Tl,81,188.973573527,measured
189,Pb,82,188.98084363900003,measured
189,Bi,83,188.98919514099998,measured
189,Po,84,188.99847341499998,measured
190,Hf,72,189.973129,estimated
190,Ta,73,189.96939,estimated
190,W,74,189.96308906599998,measured
190,Re,75,189.96174336,measured
190,Os,76,189.958445496,measured
190,Ir,77,189.96054344499998,measured
190,Pt,78,189.959949876,measured
190,Au,79,189.96475175,measured
190,Hg,80,189.96632216900002,measured
190,Tl,81,189.973835551,measured
190,Pb,82,189.97808182799997,measured
190,Bi,83,189.98862088299998,measured
190,Po,84,189.99510051900003,measured
191,Ta,73,190.97156,estimated
191,W,74,190.966531,measured
191,Re,75,190.963123437,measured
191,Os,76,190.96092815900002,measured
191,Ir,77,190.96059152700002,measured
191,Pt,78,190.961676363,measured
191,Au,79,190.96371645500003,measured
191,Hg,80,190.96715824700001,measured
191,Tl,81,190.971784096,measured
191,Pb,82,190.978281,measured
191,Bi,83,190.985786975,measured
191,Po,84,190.994558488,measured
191,At,85,191.004148086,measured
192,Ta,73,191.97524,estimated
192,W,74,191.96817,estimated
192,Re,75,191.966088,measured
192,Os,76,191.96147888099998,measured
192,Ir,77,191.96260248500002,measured
192,Pt,78,191.96104273599997,measured
192,Au,79,191.96481768400002,measured
192,Hg,80,191.965634182,measured
192,Tl,81,191.972225,measured
192,Pb,82,191.975785115,measured
192,Bi,83,191.985470078,measured
192,Po,84,191.991335788,measured
192,At,85,192.003141034,measured
193,Ta,73,192.977595,estimated
193,W,74,192.97178,estimated
193,Re,75,192.967545,measured
193,Os,76,192.964149753,measured
193,Ir,77,192.962923824,measured
193,Pt,78,192.962984616,measured
193,Au,79,192.964138447,measured
193,Hg,80,192.966653377,measured
193,Tl,81,192.970501997,measured
193,Pb,82,192.97617323400002,measured
193,Bi,83,192.982947223,measured
193,Po,84,192.991062403,measured
193,At,85,192.999927728,measured
193,Rn,86,193.00970796400003,measured
194,Ta,73,193.981428,estimated
194,W,74,193.97367,estimated
194,Re,75,193.97076,estimated
194,Os,76,193.965179477,measured
194,Ir,77,193.965075773,measured
194,Pt,78,193.962683527,measured
194,Au,79,193.965419062,measured
194,Hg,80,193.96544911099997,measured
194,Tl,81,193.97108141099997,measured
194,Pb,82,193.97401170599997,measured
194,Bi,83,193.98279236200003,measured
194,Po,84,193.988186015,measured
194,At,85,193.999226872,measured
194,Rn,86,194.006144424,measured
195,W,74,194.977445,estimated
195,Re,75,194.97254,estimated
195,Os,76,194.968318,measured
195,Ir,77,194.96597696700002,measured
195,Pt,78,194.96479435299997,measured
195,Au,79,194.96503785099998,measured
195,Hg,80,194.96670575099998,measured
195,Tl,81,194.96977409599998,measured
195,Pb,82,194.974548743,measured
